movie_id,title,tags
44912,Green Lantern,centuri small power forc warrior call green lantern corp sworn intergalact order green lantern wear grant superpow enemi call parallax threaten destroy balanc power univers their earth hand first human recruit adventur action thriller sciencefict dccomic transform superhero alien alieninfect magicalobject protector superpow origin 3d ryanreynold blakel petersarsgaard
10193,Toy Story 3,woodi buzz andi havent play year about colleg themselv accident nefari center togeth escap return andi anim famili comedi hostag colleg toy barbi anim escap daycar teddybear duringcreditssting toycomestolif personif inanimateobjectscomingtolif toystori tomhank timallen nedbeatti
534,Terminator Salvation,grown postapocalypt 2018 connor resist human against increasingli domin militarist robot marcu wright appear exist confus mission connor tri determin whether wright futur whether friend action sciencefict thriller savingtheworld artificialintellig propheci sanfrancisco cyborg killerrobot gasstat postapocalypt dystopia armi firearm wartim losangel christianbal samworthington antonyelchin
168259,Furious 7,deckard seek reveng against domin toretto famili comatos brother action carrac speed reveng suspens car race musclecar vindiesel paulwalk dwaynejohnson jameswan
72190,World War Z,former unit nation investig gerri famili seem content suddenli world plagu mysteri infect turn whole human popul rampag mindless zombi after bare escap chao persuad mission investig diseas follow peril around world where brave horrif danger answer befor human civil fall action drama horror sciencefict thriller dystopia apocalyps zombi nuclearweapon multipleperspect zombieapocalyps bradpitt mireilleeno abigailhargrov
127585,X-Men: Days of Future Past,ultim xmen ensembl fight surviv speci across period forc their younger selv battl chang futur action adventur fantasi sciencefict 1970 mutant timetravel marvelcom basedoncomicbook superhuman storm beast aftercreditssting changingthepastorfutur hughjackman jamesmcavoy michaelfassbend
54138,Star Trek Into Darkness,enterpris call home unstopp forc terror within their organ deton fleet everyth stand leav world state crisi person score settl captain lead manhunt warzon world captur weapon destruct hero propel chess death challeng friendship apart sacrific famili left: crew action adventur sciencefict spacecraft friendship sequel futurist space alien imax spaceopera terroristbomb 3d chrispin zacharyquinto zoesaldana
81005,Jack the Giant Slayer,stori ancient reignit young farmhand unwittingli open gateway between world fearsom giant unleash earth first centuri giant strive reclaim lost forc young battl them fight kingdom peopl brave princess come unstopp warrior thought exist legend–and chanc becom legend himself action famili fantasi basedonfairytal giant nicholashoult eleanortomlinson ewanmcgregor
64682,The Great Gatsby,adapt scott fitzgerald islandset novel where midwestern carraway lure lavish world neighbor gatsbi enough howev carraway through crack gatsbi nouveau rich exist where obsess mad tragedi await drama romanc basedonnovel infidel obsess hope 3d leonardodicaprio tobeymaguir careymulligan
9543,Prince of Persia: The Sands of Time,rogu princ reluctantli join forc mysteri princess togeth against forc safeguard ancient dagger capabl releas sand revers allow possessor world adventur fantasi action romanc persia sandstorm brotheragainstbroth armageddon regent basedonvideogam jakegyllenha gemmaarterton benkingsley
68726,Pacific Rim,legion monstrou creatur known kaiju start rise began would million live consum human resourc year combat giant kaiju special weapon devised: massiv robot call jaeger which control simultan pilot whose mind lock neural bridg jaeger prove nearli defenseless relentless kaiju verg defeat forc defend mankind choic unlik heroes—a washedup former pilot charli hunnam untest traine rinko kikuchi—who team drive legendari seemingli obsolet jaeger past togeth stand mankind against mount apocalyps action sciencefict adventur dystopia giantrobot giantmonst apocalyps imax duringcreditssting 3d idriselba charliehunnam charlieday guillermodeltoro
38356,Transformers: Dark of the Moon,witwicki take first tenuou step adulthood while remain reluct human autobotlead optimu prime center around space between suggest there hidden transform remain planet danger secret action sciencefict adventur moon spacecraft traitor bodyguard alienplanet basedoncartoon transform giantrobot sabotag worddomin commando duringcreditssting shialabeouf johnmalkovich kenjeong
217,Indiana Jones and the Kingdom of the Crystal Skull,dure soviet swordwield irina spalko search crystal skull which supernatur power relat mystic gold after be captur escap them coerc behest young whose friend indi colleagu professor oxley captur knowledg skull whereabout adventur action savingtheworld riddl whip treasur mexicoc leatherjacket machinegun alienphenomenon mayacivil peru treasurehunt nuclearexplos refriger archaeologist indianajon archeolog harrisonford cateblanchett shialabeouf
105864,The Good Dinosaur,journey world dinosaur where apatosauru name make unlik human friend adventur anim famili tyrannosaurusrex friend alternatehistori dinosaur fear storm natur human journey raymondochoa jackbright jeffreywright
62177,Brave,brave mystic scottish highland where mérida princess kingdom rule fergu queen elinor unruli daughter accomplish archer mérida defi sacr custom inadvert bring turmoil kingdom attempt thing right mérida seek eccentr woman grant illfat wish figur mérida quest serv comic relief kingdom three lords: enorm macguffin surli macintosh disagre dingwal anim adventur comedi famili action fantasi scotland rebel braveri kingdom archer wish bear scot rebelliousdaught turnsintoanim archeri ruin aftercreditssting peaceoff womandirector courag 3d kellymacdonald juliewalt billyconnolli
188927,Star Trek Beyond,enterpris explor furthest reach unchart space where encount mysteri enemi everyth feder stand test action adventur sciencefict sequel strand hatr spaceopera chrispin zacharyquinto karlurban
10681,WALL·E,wall· robot earth overrun garbag human outer space year continu clean mess develop rather interest humanlik qualiti arriv sleek robot wall· think final found friend stow leav anim famili romanticcomedi benburtt elissaknight jeffgarlin
5174,Rush Hour 3,after attempt assassin ambassador inspector detect carter action pari protect french woman knowledg triad secret leader hold secret meet unit nation author person struggl chines crimin mastermind name kenji which reveal lee longlostbroth action comedi crime thriller ambassador christuck jackiechan hiroyukisanada
14161,2012,"adrian helmsley worldwid geophys investig effect earth radiat unpreced solar storm learn earth heat warn presid thoma wilson crust earth becom unstabl without proper prepar save fraction world popul entir doom meanwhil writer jackson curti stumbl inform while world leader build ""arks"" escap impend cataclysm curti struggl famili meanwhil volcan erupt earthquak unpreced strength wreak havoc around world action adventur sciencefict civil naturaldisast endoftheworld disast apocalyps destruct volcanicerupt mayan ark solar destructionofmankind johncusack amandapeet chiwetelejiofor"
17979,A Christmas Carol,miser ebenez scroog awaken christma spirit reveal miser exist opportun wast youth current cruelti await chang way scroog face stori grow bitter mean decid futur hold: death redempt anim drama holiday basedonnovel victorianengland money christmasev scroog christmascarol ghost lesson charlesdicken christma garyoldman jimcarrey stevevalentin
76757,Jupiter Ascending,univers where human genet materi preciou commod impoverish young earth woman becom strateg maneuv intern strife within power dynasty… sciencefict fantasi action adventur jupit space womandirector 3d interspeciesrom milakuni channingtatum seanbean
258489,The Legend of Tarzan,tarzan have acclim london call former jungl investig activ mine encamp action adventur africa feralchild tarzan jungl animalattack alexanderskarsgård margotrobbi christophwaltz
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",sibl luci edmund susan peter through magic wardrob narnia there discov charm peac kingdom plung etern winter white witch jadi aid magnific lion aslan children narnia spectacular climact battl witch glacial power forev adventur famili fantasi savingtheworld witch basedonnovel brothersisterrelationship selfsacrific winter cupboard beaver lion fairytalefigur battl narnia fantasyworld duringcreditssting williammoseley annapopplewel skandarkeyn
246655,X-Men: Apocalypse,after reemerg world first mutant worlddestroy apocalyps xmen unit defeat extinct level plan sciencefict mutant supernaturalpow marvelcom superhero basedoncomicbook superhuman apocalyps superheroteam worlddomin aftercreditssting 1980 jamesmcavoy michaelfassbend jenniferlawr
155,The Dark Knight,batman rais stake crime gordon district attorney harvey dent batman dismantl remain crimin organ plagu street partnership prove effect themselv reign chao unleash rise crimin mastermind known terrifi citizen gotham joker drama action crime thriller dccomic crimefight secretident scarecrow sadism chao gothamc vigilant joker superhero basedoncomicbook tragichero organizedcrim criminalmastermind districtattorney imax supervillain superpow batman christianbal heathledg aaroneckhart
14160,Up,fredricksen spent entir dream explor globe experienc fullest seem pass until twist persist 8year wilder explor name russel give leas life anim comedi famili adventur agediffer centralandsouthamerica balloon anim floatingintheair duringcreditssting explor edasn christopherplumm jordannagai
15512,Monsters vs Aliens,susan murphi unwittingli clobber meteor outer space wed mysteri grow 49feet11inch militari jump action captur susan secret covert govern compound renam ginormica place confin ragtag group monster anim famili adventur sciencefict alien giantrobot duringcreditssting sethrogen reesewitherspoon hughlauri conradvernon
1726,Iron Man,after be captiv afghan cave billionair engin stark creat uniqu weapon armor fight evil action sciencefict adventur middleeast armsdeal malibu marvelcom superhero basedoncomicbook tonystark ironman aftercreditssting marvelcinematicunivers counterterror agentcoulson robertdowneyjr. terrencehoward jeffbridg
44826,Hugo,orphan live wall train station 1930 pari learn clock other gadget father uncl which keep train station clock run thing connect father automaton mechan doesnt without special which need unlock secret believ contain adventur meet shopkeep georg meli work train station adventureseek goddaught find surpris connect father automaton discov unlock memori buri insid regard past adventur drama famili librari clock filmdirector key toy boy love orphan robot automaton hide filmmak legbrac doberman 3d benkingsley sachabaroncohen asabutterfield
8487,Wild Wild West,legless southern inventor arliss loveless plan rekindl civil assassin presid grant gunfight jame masterofdisguis inventor artemu gordon thwart loveless plan action adventur comedi sciencefict western steampunk basedontvseri steamlocomot drag willsmith kevinklin kennethbranagh
1735,The Mummy: Tomb of the Dragon Emperor,archaeologist oconnel travel china pit against emperor 2000yearold dynasti who return pursu quest world domin time oconnel enlist quash socal dragon emperor abus supernatur power adventur action fantasi brendanfras jetli johnhannah
297761,Suicide Squad,comic come suicid squad antihero incarcer supervillain deniabl asset unit state govern undertak highrisk black mission exchang commut prison sentenc action adventur crime fantasi sciencefict dccomic sharedunivers antihero secretmiss villain superhero supervillain dcextendedunivers willsmith margotrobbi joelkinnaman
2698,Evan Almighty,contact congressman baxter tell build prepar great flood fantasi comedi famili fathersonrelationship dailylif marriedcoupl support father marriag faith baustel rescu anim natur duringcreditssting noahsark stevecarel laurengraham johngoodman
137113,Edge of Tomorrow,major offic never combat unceremoni demot drop combat kill within minut manag alpha alien awaken begin forc fight again again physic contact alien thrown loop action sciencefict dejavu timewarp restart dystopia war alien militaryoffic soldier alieninvas exoskeleton tomcruis emilyblunt brendangleeson
9804,Waterworld,futurist world where polar melt earth liquid planet beauti barmaid rescu mutant seafar float island prison escap along young charg enola aboard ship becom target menac pirat covet dryland which tattoo enola back adventur action ocean tattoo mutant water dystopia doomsday kevincostn chaimgirafi rickavil
14869,G.I. Joe: The Rise of Cobra,egyptian desert below polar cap elit latest nextgener militari equip fight corrupt dealer destro grow threat mysteri cobra organ prevent plung world chao adventur action thriller sciencefict terrorist secret hostag technolog warhead govern presid reveng murder attack explos scientist laser evil cobra dennisquaid channingtatum marlonwayan
150540,Inside Out,grow bumpi road except riley uproot midwest father start francisco riley guid emot fear anger disgust sad emot headquart control center insid riley mind where advis through everyday life riley emot struggl adjust francisco turmoil ensu headquart although riley import emot tri thing posit emot conflict navig citi hous school drama comedi anim famili dream cartoon imaginaryfriend anim famili move kid unicorn duringcreditssting 3d emot amypoehl phyllissmith richardkind
278927,The Jungle Book,after threat tiger shere forc jungl mancub name mowgli embark journey discoveri panther bagheera spirit bear baloo famili adventur drama fantasi basedonnovel snake wolf eleph tiger feralchild panther remak bear jungl talkinganim orphan anim talkingtoanim neelsethi billmurray benkingsley
10138,Iron Man 2,world awar armor superhero billionair inventor stark face pressur govern press public share technolog militari unwil invent stark pepper pott jame rhodey rhode side forg allianc confront power enemi adventur action sciencefict malibu marvelcom superhero basedoncomicbook reveng aftercreditssting marvelcinematicunivers robertdowneyjr. gwynethpaltrow doncheadl
58595,Snow White and the Huntsman,after queen marri king perform violent which murder daughter white taken captiv almost decad later grown white still clutch queen order obtain immort queen need heart white after escap castl queen send huntsman forest adventur fantasi drama queen magic fairytal immort forest decept woman eternalyouth snowwhit evilqueen evilstepmoth imprison sorceress kristenstewart charlizetheron chrishemsworth
102651,Maleficent,untold stori disney icon villain classic sleep beauti beauti pureheart young woman malefic idyl grow peaceabl forest kingdom until invad threaten harmoni land malefic rise land fiercest protector ultim suffer ruthless betray begin heart stone reveng malefic face battl invad king successor result place curs newborn infant aurora child grow malefic realiz aurora hold peac kingdom malefic happi well fantasi adventur action famili romanc fairytal villain sleepingbeauti darkfantasi basedonfairytal adapt retel literaryadapt 3d angelinajoli ellefan sharltocopley
119450,Dawn of the Planet of the Apes,group scientist francisco struggl aliv aftermath plagu wipe human while caesar tri maintain domin commun intellig ape sciencefict action drama thriller leader coloni postapocalypt dystopia forest sequel wood ape scientist monkey medicalresearch animalattack plagu 3d andyserki jasonclark garyoldman
79698,The Lovers,lover romanc travel adventur film helm roland joffé stori jhankar sweep imposs against backdrop first anglomaratha across period contin centr around charact british offic centuri coloni india indian woman fall deepli with american presentday marin biologist wife action adventur sciencefict romanc joshhartnett simonekessel tamsinegerton
64686,47 Ronin,base origin movi japan ancient japan endur tale fantasyadventur ronin born keanu reev lead outcast join oishi hiroyuki sanada leader outcast samurai togeth vengeanc treacher overlord kill their master banish their kind restor honor their homeland warrior embark quest challeng seri trial would destroy ordinari warrior drama action adventur fantasi japan suicid samurai basedontruestori samuraisword ronin shogun halfbre 3d keanureev hiroyukisanada koushibasaki
100402,Captain America: The Winter Soldier,after cataclysm event aveng steve roger captain america live quietli washington tri adjust modern world shield colleagu come under attack steve becom embroil intrigu threaten world risk join forc black widow captain america struggl expos everwiden conspiraci while fight profession assassin silenc everi turn scope villain reveal captain america black widow enlist alli falcon howev themselv against unexpect formid enemy—th winter soldier action adventur sciencefict washingtondc futur shield marvelcom superhero basedoncomicbook captainamerica aftercreditssting duringcreditssting marvelcinematicunivers 3d politicalthril chrisevan samuell.jackson scarlettjohansson
10192,Shrek Forever After,bore domest shrek pact dealmak rumpelstiltskin feel again dupe twist version away—wher rumpelstiltskin king ogr hunt fiona never met—h restor world reclaim love comedi adventur fantasi anim famili ogr 3d mikemy eddiemurphi camerondiaz
158852,Tomorrowland,"bound share destini bright optimist burst scientif curios former boygeniu inventor jade disillusion embark dangerfil mission unearth secret enigmat place somewher space exist their collect memori ""tomorrowland"" adventur famili mysteri sciencefict inventor apocalyps destini imax dreamer futuristiccar futuristicc brittrobertson georgeclooney raffeycassidi"
177572,Big Hero 6,special develop between plussiz inflat robot baymax prodigi hamada group friend hightech hero adventur famili anim action comedi brotherbrotherrelationship hero talent reveng bestfriend anotherdimens robot boygeniu hate aftercreditssting moraldilemma 3d teensuperhero deadbroth scottadsit ryanpott danielhenney
82690,Wreck-It Ralph,wreckit ralph 9foottal 643pound villain arcad video name fixit felix which game titular fix build ralph destroy want prove villain ralph escap land hero duti firstperson shooter where help game battl against alien invad later enter sugar rush race track candi cooki other sweet there ralph meet vanellop schweetz learn face threat could affect entir arcad ralph inadvert start famili anim comedi adventur supportgroup productplac bulli race arcad medal selfesteem curios precociouschild aftercreditssting duringcreditssting firstpersonshoot glitch carefre videogam q*bert interruptedwed socialreject johnc.reilli sarahsilverman jackmcbray
5255,The Polar Express,doubt young take extraordinari train north pole embark journey selfdiscoveri show wonder never fade those believ adventur anim famili fantasi santaclau nerd faith gift bell beard northpol chute trestl ticket christma tomhank michaeljet nonagay
47933,Independence Day: Resurgence,alway come back use recov alien technolog nation earth collabor immens defens program protect planet noth prepar alien advanc unpreced forc ingenu brave women bring world brink extinct action adventur sciencefict alternatehistori alieninvas liamhemsworth jeffgoldblum billpullman
10191,How to Train Your Dragon,vike leader manhood hiccup horrend haddock face passage: dragon prove warrior mettl after down fear dragon realiz longer want destroy instead befriend beast which name toothless chagrin warrior father fantasi adventur anim famili fli blacksmith arena island night ship train villag forest vike friendship ignor flight nest dragon battl combat well warrior jaybaruchel gerardbutl craigferguson
296,Terminator 3: Rise of the Machines,year sinc connor save earth judgment live under radar steer clear use anyth skynet trace until encount robot assassin order finish t1000 start thing connor former nemesi termin nowadult connor promis action thriller sciencefict savingtheworld artificialintellig manvsmachin cyborg killerrobot sunglass leatherjacket nanotechnolog rocketlaunch firemen veterinarian fireengin dystopia psychiatrist arnoldschwarzenegg nickstahl clairedan
